latiude,longitude
34.783467,135.525314
34.778803,136.471061
34.466633,136.853928
34.464739,136.574253
34.49735,136.714686
34.841081,136.402439
34.558028,135.680933
34.404111,135.432086
34.709928,135.321569
34.275558,134.264892
34.275583,134.2649
34.276739,134.264825
35.582413,138.930771
35.636467,138.792534
35.041225,137.047097
34.976341,135.945099
35.405983,137.358734
34.630533,133.895992
35.748969,139.449486
35.748989,139.449494
37.516278,140.380219
37.516278,140.380219
37.388067,140.595581
36.310819,140.343131
35.748967,139.449475
35.748997,139.449519
35.789789,138.9243
35.628389,139.047389
35.021581,135.755308
35.021564,135.755331
35.1555,135.414675
35.447964,135.306242
35.455458,137.428836
36.026283,138.078339
35.642047,139.657306
35.641853,139.657414
35.642089,139.657653
35.641639,139.657108
35.641828,139.657208
35.6419,139.657403
35.642061,139.657367
35.641897,139.657419
35.641917,139.657467
35.670656,139.498453
35.670606,139.498436
35.641981,139.657483
35.642022,139.657444
35.433061,139.399939
35.711931,140.284139
35.711836,140.284111
35.774742,140.317328
35.735497,139.525475
35.735519,139.525433
35.844542,138.365711
36.104058,138.23705
35.628433,139.04745
36.3507,139.005806
36.350694,139.005806
38.166992,140.765108
38.411994,140.914272
38.4091,140.914214
36.662727,137.171761
37.167496,138.112396
36.371964,138.348732
36.929245,138.211136
36.652245,137.194801
36.255639,139.121103
36.255642,139.121017
36.298411,139.386767
36.298417,139.386717
36.298561,139.386714
35.979411,139.666261
35.659733,140.1274
35.683489,139.537375
35.683511,139.537417
36.298419,139.386769
36.298489,139.386647
36.416847,139.589997
36.298439,139.386753
36.416814,139.589936
36.298375,139.386736
35.683494,139.537361
36.298431,139.386742
35.683467,139.537403
36.298356,139.386778
36.298431,139.386742
35.683494,139.537386
35.683483,139.537358
36.298428,139.386756
36.298444,139.386772
35.683467,139.537403
35.842144,139.501997
36.2984,139.386789
33.864972,132.750533
36.370114,138.347278
36.604006,138.016831
36.371983,138.348747
36.082392,139.298025
34.846236,135.602172
34.846292,135.602169
34.892986,133.814458
34.603286,133.746683
31.536308,130.536025
31.788839,130.313469
31.788839,130.313469
31.788778,130.313453
31.788794,130.313458
35.842364,139.504167
35.842133,139.501997
36.086639,139.290497
35.842122,139.502
35.842114,139.502011
35.842328,139.5042
36.980403,138.812356
36.082397,139.298025
35.464206,139.874644
37.536136,140.0331
37.516358,140.382653
36.480961,139.906942
36.480983,139.90695
36.480961,139.906931
36.481019,139.906933
36.480994,139.9069
36.481,139.906947
36.481,139.906911
36.480983,139.906925
36.480983,139.906919
36.480983,139.906919
36.480997,139.906917
36.480997,139.906925
36.480997,139.906925
36.480975,139.906931
36.481,139.906942
37.516303,140.380214
38.354806,140.387456
36.480958,139.906942
36.480967,139.906917
36.480983,139.906928
36.480997,139.906933
36.480964,139.906944
36.480967,139.906931
36.480994,139.906897
36.481,139.906875
34.672578,136.517639
34.279633,136.499186
34.505819,136.722069
31.960931,131.437592
31.961033,131.437406
31.867636,131.434367
31.923292,131.455325
31.960894,131.437481
31.960956,131.437492
31.960664,131.437242
32.200244,131.486286
31.960864,131.437433
31.960936,131.437306
31.960914,131.437478
35.968222,139.984936
35.968239,139.9849
35.944061,139.990872
35.944061,139.990872
35.968189,139.984933
35.669369,139.763733
35.672367,139.759992
35.173253,136.882128
34.510503,135.400894
34.510525,135.400906
36.477106,140.329183
35.642969,139.714822
35.152161,138.812589
35.152175,138.812611
34.925183,137.513069
34.843192,137.749164
35.433081,139.399978
35.431922,139.402233
35.433064,139.399889
34.925217,137.513058
34.977783,135.949717
40.613692,140.483008
40.649692,141.196531
40.522986,141.490008
40.420819,140.6245
33.222755,132.558479
34.914879,137.168045
34.914825,137.167953
34.914747,137.167956
34.937439,137.165207
34.914817,137.168039
34.914875,137.168008
34.914647,137.167733
34.937485,137.165192
34.914818,137.16803
34.914775,137.167994
35.0062,137.004819
35.006289,137.004897
35.006319,137.004861
35.006289,137.004931
35.006294,137.004906
35.006331,137.0049
35.006289,137.00485
35.006275,137.004858
35.006271,137.00489
35.006333,137.004894
35.0063,137.004908
35.006336,137.004886
35.006264,137.00486
35.006317,137.004889
35.006317,137.004829
35.006256,137.004875
35.006322,137.004889
35.006289,137.004889
35.006364,137.004872
35.006294,137.00486
35.0063,137.004894
35.006286,137.0049
35.006187,137.004868
35.006292,137.004886
35.006347,137.004889
35.006287,137.004883
35.006302,137.004883
35.006241,137.004852
35.006248,137.004845
35.006339,137.004886
35.006233,137.004814
33.856781,132.748177
33.856766,132.748154
33.85685,132.748199
33.856773,132.748222
33.856758,132.748192
33.856844,132.748214
33.856766,132.748192
33.856796,132.748131
33.856781,132.748131
33.856804,132.748184
33.856773,132.748215
33.857056,132.748322
33.856817,132.748275
33.856766,132.748169
33.856831,132.748306
33.856797,132.748228
33.281929,131.116692
33.441353,130.530067
33.441414,130.530006
33.376038,130.753822
33.28315,131.116951
33.374336,130.753899
34.980364,136.973875
35.021606,135.755272
37.562927,139.986824
37.35379,140.323448
37.35379,140.323441
37.35379,140.323486
35.125687,135.9282
38.168633,140.766373
38.760338,140.431221
37.115891,140.911171
36.001358,139.667213
35.847816,139.74424
35.482269,139.595421
35.623482,139.685974
35.994614,139.664528
35.606255,139.643822
35.707458,139.798798
35.623474,139.685928
35.994629,139.664528
35.623413,139.686005
35.979408,139.666199
35.623466,139.685928
35.994606,139.664482
36.018761,139.635902
36.018761,139.635902
35.617111,139.688324
35.847855,139.744217
35.623466,139.685944
35.623444,139.685989
35.994637,139.664528
35.617104,139.688354
36.18084,139.588165
35.623436,139.685921
35.617126,139.688339
35.617111,139.688339
36.454865,139.805305
36.320641,139.840622
35.62339,139.685936
35.617142,139.68837
35.994598,139.664482
35.994606,139.66449
35.617126,139.688377
35.623482,139.685959
36.018738,139.635895
36.018738,139.635895
35.994636,139.664506
36.018775,139.636011
35.847839,139.744209
35.617134,139.688408
35.617134,139.688408
35.250267,139.64431
35.617081,139.688332
35.994583,139.664474
36.018768,139.635925
35.847816,139.744232
35.979416,139.666176
35.617126,139.688354
36.181374,139.585075
35.617126,139.688354
35.979424,139.666168
35.617073,139.688332
35.994614,139.664474
35.617111,139.688347
35.994614,139.66452
35.617134,139.68837
35.979416,139.666191
35.994606,139.664513
36.181366,139.585068
35.979408,139.666206
35.994614,139.664505
36.018753,139.635948
36.018753,139.635948
35.994617,139.664517
36.018776,139.635925
35.994606,139.66452
35.623444,139.685966
35.689827,139.691765
35.994606,139.664482
35.623444,139.685989
34.83992,134.663147
36.354294,139.188446
36.354294,139.188446
35.462631,139.68058
35.707306,139.752762
35.151703,136.853874
35.123825,136.857224
35.11438,136.935501
35.145317,136.95253
35.145401,136.952568
34.856041,138.252457
34.843483,137.749481
43.194077,141.80381
43.019196,141.345787
43.891838,142.458069
43.730469,142.364784
44.022224,143.495827
43.820305,144.116219
43.532074,145.237343
43.247421,145.250107
43.062531,144.823303
43.016357,144.341942
43.730499,142.364784
43.592339,142.464157
43.5924,142.464211
44.093956,142.391039
43.730499,142.364777
43.194069,141.803818
42.952354,141.512619
42.829109,141.647102
42.675842,141.670059
42.675842,141.670059
43.195305,141.801445
43.195305,141.801445
43.891823,142.45813
43.730492,142.364769
43.730492,142.364769
43.730469,142.364769
43.194023,141.803825
42.675896,141.670158
43.19532,141.80143
43.891846,142.458076
43.730461,142.364799
44.176559,142.392311
35.968222,139.984933
35.841347,139.658112
35.841316,139.658112
35.841331,139.658157
35.841372,139.658136
35.841525,139.658131
35.841316,139.658127
35.841331,139.658035
35.841403,139.658119
35.841394,139.658158
35.841301,139.658073
35.841344,139.658103
35.841333,139.658164
35.841316,139.658081
35.841331,139.658096
35.841378,139.65805
35.841344,139.658119
35.841369,139.658108
35.841394,139.658122
35.841316,139.658051
35.841283,139.658192
35.841316,139.658089
35.841483,139.658211
35.841417,139.658167
35.841358,139.658117
35.841293,139.658112
35.841347,139.658066
35.841347,139.658096
35.841339,139.658035
35.841362,139.658096
35.84137,139.658051
35.841324,139.658096
35.841316,139.658112
35.841293,139.65802
35.841385,139.658195
35.841301,139.658051
35.841347,139.658073
35.841362,139.658028
35.841411,139.658128
35.841364,139.658161
35.841442,139.658147
35.841347,139.658127
35.841309,139.658096
35.841411,139.658125
35.841347,139.658081
35.841339,139.658066
35.84135,139.658167
35.841339,139.658051
35.841353,139.658114
35.841356,139.658203
35.841367,139.658086
35.841267,139.658169
35.841353,139.658094
35.841356,139.658225
35.841461,139.658218
35.841347,139.658028
35.841339,139.658081
35.841393,139.658066
35.841389,139.658075
35.841377,139.658142
35.841362,139.658134
35.841364,139.658122
35.8415,139.657972
35.841362,139.657967
35.841293,139.658073
35.841214,139.658069
35.841411,139.658142
35.841428,139.658183
35.841392,139.658142
35.841301,139.658241
35.841117,139.658531
35.841367,139.658075
35.841419,139.658156
35.841239,139.658094
35.841301,139.658096
35.841347,139.658112
35.841339,139.65802
35.162117,136.985772
36.382267,139.094447
36.382306,139.094403
36.382317,139.09433
36.382308,139.094383
36.382308,139.094394
36.382378,139.094383
36.382353,139.094425
36.382301,139.094322
36.382297,139.094414
36.382362,139.09433
36.382303,139.094431
36.382289,139.094419
36.382317,139.094447
36.382324,139.094391
36.382347,139.094436
36.382308,139.094436
36.382347,139.094419
36.382362,139.094383
36.382342,139.094367
36.382263,139.094276
36.382332,139.094376
36.382339,139.094406
36.382303,139.094339
36.382347,139.094376
36.382306,139.094425
36.382358,139.094469
36.382324,139.094337
36.382324,139.094414
36.382309,139.094368
36.382217,139.094315
36.382297,139.094469
36.382325,139.094389
36.382342,139.0944
36.382303,139.094456
36.382322,139.094386
36.382342,139.094431
36.382297,139.094433
36.382317,139.094425
36.382314,139.094414
36.382317,139.094369
36.416803,139.589872
34.983914,138.409928
34.888861,138.319158
35.173461,136.881733
35.753381,136.945336
36.536692,136.617236
36.526936,136.615511
36.082381,139.297992
35.703772,139.748764
35.157886,138.619861
35.178256,136.873439
35.178256,136.873439
36.580433,136.633225
36.341122,138.740656
36.341236,138.740817
35.464858,139.873936
35.672631,139.691439
35.462608,139.680567
36.296903,139.624853
35.878672,139.825367
35.433133,139.400297
34.84035,137.749822
34.622622,135.4836
35.033142,137.222094
34.978639,138.292653
35.656708,139.432419
35.656703,139.432481
34.757889,138.166031
35.313961,138.961969
34.229136,135.196408
33.592553,135.933803
34.229094,135.196344
34.229208,135.196364
34.229231,135.196269
34.229119,135.1963
34.229178,135.1962
34.685256,135.195631
34.229094,135.196328
34.229094,135.196328
34.229056,135.196358
34.229056,135.196358
34.229139,135.196375
34.229167,135.196369
34.229061,135.196278
34.229061,135.196278
34.229106,135.196353
34.229147,135.19645
34.229164,135.196542
34.229111,135.196411
34.229111,135.196472
34.478781,136.730764
34.478781,136.730764
34.229108,135.1964
34.229186,135.196367
34.229083,135.196406
34.274306,133.922672
34.276744,134.264819
34.259389,134.684997
34.080453,134.547833
34.083444,134.275161
33.952739,134.667808
34.110228,133.798228
34.259383,134.685017
34.580797,135.013097
34.276742,134.264794
34.083444,134.275158
34.8299,135.154092
34.705389,134.9578
35.212794,134.794486
34.829872,135.154072
34.580861,135.013056
34.508008,135.395258
34.259378,134.684992
34.856086,135.191364
35.673584,139.758911
35.462204,139.680824
35.055824,139.069046
35.055824,139.069046
36.409859,140.402489
36.527824,140.172562
36.453705,139.724464
35.979416,139.666191
35.464729,139.874031
35.609673,140.115067
35.609726,140.115097
35.621964,138.527145
31.397591,130.783676
31.536293,130.535934
31.536317,130.536006
31.536333,130.536039
31.536331,130.536003
31.536297,130.536022
31.536285,130.535889
31.536255,130.535934
31.536324,130.535934
31.536263,130.535957
31.536308,130.536011
31.536322,130.535992
31.536301,130.535965
31.536314,130.536008
31.53645,130.5359
31.536331,130.535988
31.536339,130.536011
31.536278,130.535942
31.536285,130.535973
31.536228,130.536097
31.591232,130.497704
31.536278,130.535934
31.536293,130.53595
31.536263,130.53595
31.536292,130.536014
31.536278,130.536049
31.536306,130.536025
31.788818,130.313469
31.536217,130.535995
31.536217,130.536018
31.536247,130.53595
31.536285,130.535934
31.536247,130.535904
31.788769,130.313439
31.788786,130.313408
31.536255,130.535995
31.536319,130.536036
31.536297,130.536
31.536311,130.536014
31.536217,130.53598
31.536301,130.535912
31.5363,130.536022
31.536263,130.535995
31.536278,130.535934
31.536285,130.535957
31.536311,130.536056
31.536314,130.535989
31.536336,130.535986
31.536333,130.535972
31.5363,130.536006
31.536303,130.536
31.536308,130.536011
31.53624,130.535988
31.536342,130.536006
31.536325,130.536039
31.536224,130.535965
31.536306,130.535978
31.53624,130.535942
31.536255,130.535889
31.536316,130.535934
31.570742,130.564183
31.599037,130.510902
31.560791,130.493942
31.53635,130.535981
31.536419,130.535992
31.536314,130.536042
31.536414,130.535989
32.06929,130.79528
32.893867,130.718727
32.89473,130.719391
32.542206,130.681496
31.72628,130.615707
31.536255,130.535973
31.536278,130.535919
31.536278,130.535957
31.536263,130.535988
31.536394,130.535989
31.536314,130.536019
31.536292,130.535969
31.536209,130.535965
31.536263,130.535965
36.455864,139.724785
36.455864,139.724785
34.94046,139.821312
35.353134,140.302994
35.353134,140.302994
36.317474,139.618179
36.317459,139.618202
36.317439,139.618289
36.317795,139.617821
35.536011,139.578087
35.536011,139.578087
35.53598,139.578094
35.53598,139.578094
35.455116,139.389534
35.550561,139.546639
35.550674,139.546356
35.550389,139.546394
35.550682,139.546303
35.550629,139.546318
35.550705,139.546394
35.510017,139.4717
35.510017,139.4717
35.510017,139.4717
35.509956,139.4714
35.50975,139.470931
35.50975,139.470931
35.45517,139.389427
35.455178,139.389486
35.55072,139.546356
35.50985,139.471252
35.50985,139.471252
35.50985,139.471252
35.625275,139.665425
35.625191,139.665298
35.509834,139.471313
35.509834,139.471313
35.509834,139.471313
35.550674,139.546394
35.509827,139.471222
35.509827,139.471222
35.509827,139.471222
35.509827,139.471222
35.63205,139.623543
35.631986,139.62365
35.488792,139.408669
35.739655,139.606026
35.739655,139.606026
35.509895,139.471237
35.509895,139.471237
35.739716,139.606041
35.47055,139.458808
35.47055,139.458808
35.550674,139.54631
35.55069,139.546394
35.509842,139.471428
35.509842,139.471428
35.509842,139.471428
35.509842,139.471382
35.509842,139.471382
35.632004,139.62355
35.509811,139.471268
35.672569,139.691559
35.550674,139.546295
35.15213,138.812607
34.724518,137.77636
34.70715,137.740286
35.50985,139.47123
35.50985,139.47123
35.50985,139.47123
35.488792,139.408684
35.488792,139.408684
35.50972,139.471275
35.50972,139.471275
35.543907,139.767334
34.986025,138.410117
34.965477,138.369873
34.985962,138.410034
34.965514,138.369897
34.79319,138.181755
34.793076,138.181786
34.793083,138.18177
34.793083,138.181816
34.793068,138.181747
34.793106,138.18177
34.793091,138.181808
34.791275,138.01416
34.791267,138.014122
34.79126,138.014191
34.791237,138.01416
34.791275,138.014214
34.791229,138.014191
34.793076,138.181763
34.985931,138.410034
34.791222,138.014198
34.986039,138.410122
35.703922,139.748761
35.703922,139.748761
35.704131,139.748714
35.314019,138.968364
35.152189,138.812844
34.888847,138.319025
35.041244,137.047033
35.509775,136.897242
36.625914,136.872992
36.627278,136.873539
36.234069,137.976597
36.371881,138.348753
